"ip","port","protocol","anonymity","lastTested","allowsRefererHeader","allowsUserAgentHeader","allowsCustomHeaders","allowsCookies","allowsPost","allowsHttps","country","connectTime","downloadSpeed","secondsToFirstByte","uptime"
"141.193.213.63","80","http","anonymous","2024-11-25 11:50:10","true","true","true","true","true","","US","1.333","154.000","1.363","99.993"
"141.193.213.64","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.241","677.000","0.310","99.993"
"141.193.213.65","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.072","2258.000","0.094","99.991"
"141.193.213.66","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.225","826.000","0.254","99.990"
"141.193.213.67","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.341","569.000","0.369","99.990"
"141.193.213.68","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.413","468.000","0.449","99.995"
"141.193.213.69","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.174","870.000","0.240","99.994"
"141.193.213.7","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.202","747.000","0.281","99.990"
"141.193.213.70","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.138","1298.000","0.160","99.993"
"141.193.213.71","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.075","2348.000","0.088","99.991"
"141.193.213.72","80","http","anonymous","2024-11-25 11:50:17","true","true","true","true","true","","US","0.042","3088.000","0.068","99.996"
"141.193.213.73","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.175","924.000","0.195","99.993"
"141.193.213.74","80","http","anonymous","2024-11-25 11:50:10","true","true","true","true","true","","US","0.022","4860.000","0.044","99.990"
"141.193.213.75","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.022","5000.000","0.043","99.990"
"141.193.213.76","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.018","1160.000","0.181","99.994"
"141.193.213.77","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.215","889.000","0.235","99.995"
"141.193.213.78","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.149","1077.000","0.167","99.994"
"141.193.213.79","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.098","1849.000","0.114","99.995"
"141.193.213.8","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.183","1014.000","0.206","99.995"
"141.193.213.80","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.047","3119.000","0.068","99.993"
"141.193.213.81","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.205","905.000","0.232","99.992"
"141.193.213.82","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.019","5805.000","0.036","99.993"
"141.193.213.83","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.106","1620.000","0.130","99.993"
"141.193.213.84","80","http","anonymous","2024-11-25 11:50:17","true","true","true","true","true","","US","0.233","788.000","0.266","99.994"
"141.193.213.85","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.051","2418.000","0.086","99.993"
"141.193.213.86","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.330","594.000","0.350","99.992"
"141.193.213.87","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.017","5097.000","0.041","99.994"
"141.193.213.88","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.117","1548.000","0.135","99.993"
"141.193.213.89","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.360","545.000","0.383","99.993"
"141.193.213.9","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.119","1507.000","0.139","99.990"
"141.193.213.90","80","http","anonymous","2024-11-25 11:50:13","true","true","true","true","true","","US","0.068","2375.000","0.088","99.990"
"141.193.213.91","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.139","1363.000","0.155","99.994"
"141.193.213.92","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.056","2876.000","0.073","99.994"
"141.193.213.93","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.248","782.000","0.267","99.994"
"141.193.213.94","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.033","2386.000","0.088","99.993"
"141.193.213.95","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.225","850.000","0.248","99.995"
"141.193.213.96","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.186","1014.000","0.206","99.994"
"141.193.213.97","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.305","648.000","0.324","99.991"
"141.193.213.98","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.142","1129.000","0.178","99.994"
"141.193.213.99","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.149","1282.000","0.164","99.993"
"144.91.81.25","3128","http","anonymous","2024-11-25 11:50:26","true","true","true","true","true","","US","0.413","12.000","20.138","34.885"
"154.85.58.149","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","SC","0.334","95.000","2.567","56.340"
"159.112.235.0","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.239","802.000","0.259","99.995"
"159.112.235.1","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.140","1304.000","0.161","99.996"
"159.112.235.10","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.268","666.000","0.312","99.995"
"159.112.235.100","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.015","5097.000","0.041","99.997"
"159.112.235.101","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.180","839.000","0.249","99.997"
"159.112.235.102","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.181","1014.000","0.208","99.997"
"159.112.235.103","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.020","4244.000","0.049","99.993"
"159.112.235.104","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.226","806.000","0.259","99.996"
"159.112.235.105","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.052","2200.000","0.095","99.997"
"159.112.235.106","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.239","732.000","0.285","99.993"
"159.112.235.107","80","http","anonymous","2024-11-25 11:50:10","true","true","true","true","true","","US","0.106","954.000","0.220","99.995"
"159.112.235.108","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.176","1065.000","0.198","99.995"
"159.112.235.109","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.077","2059.000","0.098","99.996"
"159.112.235.11","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.185","1024.000","0.205","99.998"
"159.112.235.110","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.031","4333.000","0.048","99.997"
"159.112.235.111","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.026","4750.000","0.045","99.995"
"159.112.235.112","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.007","527.000","0.398","99.997"
"159.112.235.113","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.121","588.000","0.357","99.997"
"159.112.235.114","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.084","2121.000","0.099","99.992"
"159.112.235.115","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.289","680.000","0.307","99.996"
"159.112.235.116","80","http","anonymous","2024-11-25 11:50:13","true","true","true","true","true","","US","0.182","1004.000","0.210","99.996"
"159.112.235.117","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.279","686.000","0.303","99.994"
"159.112.235.118","80","http","anonymous","2024-11-25 11:50:13","true","true","true","true","true","","US","0.028","4375.000","0.049","99.997"
"159.112.235.119","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.078","2164.000","0.097","99.994"
"159.112.235.12","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.067","2441.000","0.087","99.997"
"159.112.235.120","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.171","1034.000","0.202","99.996"
"159.112.235.121","80","http","anonymous","2024-11-25 11:50:13","true","true","true","true","true","","US","0.126","1492.000","0.141","99.997"
"159.112.235.122","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.346","564.000","0.373","99.994"
"159.112.235.123","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.420","468.000","0.446","99.996"
"159.112.235.124","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.077","1521.000","0.138","99.997"
"159.112.235.125","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.048","3317.000","0.063","99.996"
"159.112.235.126","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.265","722.000","0.288","99.997"
"159.112.235.127","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.030","4543.000","0.047","99.996"
"159.112.235.128","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.270","720.000","0.290","99.995"
"159.112.235.129","80","http","anonymous","2024-11-25 11:50:09","true","true","true","true","true","","US","0.043","2971.000","0.071","99.997"
"159.112.235.13","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.005","8400.000","0.026","99.997"
"159.112.235.130","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.001","11611.000","0.019","99.997"
"159.112.235.131","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.154","1082.000","0.193","99.994"
"159.112.235.132","80","http","anonymous","2024-11-25 11:50:06","true","true","true","true","true","","US","0.216","819.000","0.256","99.997"
"159.112.235.133","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.259","743.000","0.281","99.991"
"159.112.235.134","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.374","539.000","0.391","99.994"
"159.112.235.135","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.017","5473.000","0.039","99.998"
"159.112.235.136","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.143","1242.000","0.169","99.997"
"159.112.235.137","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.026","1615.000","0.130","99.997"
"159.112.235.138","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.556","346.000","0.604","99.995"
"159.112.235.139","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.079","2111.000","0.099","99.997"
"159.112.235.14","80","http","anonymous","2024-11-25 11:50:09","true","true","true","true","true","","US","0.117","1555.000","0.130","99.999"
"159.112.235.140","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.037","4019.000","0.052","99.996"
"159.112.235.141","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.199","954.000","0.220","99.996"
